ID_ARTICLE;NOM_ARTICLE;PRIX_ACHAT;VOLUME;TITRAGE;NOM_COULEUR;NOM_TYPE;NOM_MARQUE;NOM_FABRICANT;NOM_PAYS;NOM_CONTINENT
620;Kabert;2,86;33;11,5;Brune;Stout;Brasserie De Struise;NULL;BELGIQUE;Europe
621;Kloeke Blond;2,16;33;6;Blonde;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
622;Motuecha;1,49;33;5;Blonde;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
623;Pannepeut;1,15;33;10;Brune;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
624;Pannepot;2,05;33;10;Brune;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
625;Pannepot Grand Reserva;1,64;33;10;Brune;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
626;Struise Rosse;1,16;33;6;Ambrée;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
627;Struise Witte;1,82;33;5;Blanche;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
628;SVEA IPA;1,31;33;7;NULL;Ale;Brasserie De Struise;NULL;BELGIQUE;Europe
629;Tsjeeses;2,87;33;10;Ambrée;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
630;Westoek XX;1,73;33;8;Blonde;NULL;Brasserie De Struise;NULL;BELGIQUE;Europe
631;Brin de Folie;1,73;33;6,5;Blonde;NULL;Brasserie de Sutter;NULL;FRANCE;Europe
632;Folie Douce;1,82;33;5;Blonde;NULL;Brasserie de Sutter;NULL;FRANCE;Europe
633;Hinano;2,05;33;5;Blonde;Pils et Lager;Brasserie de Tahiti;NULL;FRANCE;Europe
634;Kameleon Triple;2,59;33;8,5;Blonde;Abbaye;Brasserie den Hopperd;NULL;BELGIQUE;Europe
635;Belle Dalle;1,68;33;8;Blonde;NULL;Brasserie des 2 Caps;NULL;FRANCE;Europe
636;Dolmen;1,55;33;7;Ambrée;NULL;Brasserie des Abers;NULL;FRANCE;Europe
637;Pilloise Ambrée (la);1,09;33;4,5;Ambrée;NULL;Brasserie des Charentes;NULL;FRANCE;Europe
638;Pilloise Brune (la);1,87;33;4,5;Brune;NULL;Brasserie des Charentes;NULL;FRANCE;Europe
639;Aiguille Blanche (l');2,3;33;5;Blanche;NULL;Brasserie des Cimes;NULL;FRANCE;Europe
640;Bâton de Feu;2,92;33;6,5;Blonde;NULL;Brasserie des Cimes;NULL;FRANCE;Europe
641;Cimoise;1,91;33;5;Blonde;NULL;Brasserie des Cimes;NULL;FRANCE;Europe
642;Piste Noire;2,69;33;5,9;Ambrée;NULL;Brasserie des Cimes;NULL;FRANCE;Europe
643;Yéti;2,18;33;8;Blonde;NULL;Brasserie des Cimes;NULL;FRANCE;Europe
644;Oxit Brune à la Châtaigne;2,25;33;6;Brune;NULL;Brasserie des Côteaux;NULL;FRANCE;Europe
645;Super des Fagnes Blonde;2,24;33;7,5;Blonde;NULL;Brasserie des Fagnes;NULL;BELGIQUE;Europe
646;Super des Fagnes Brune;2,43;33;7,5;Brune;NULL;Brasserie des Fagnes;NULL;BELGIQUE;Europe
647;Atlantic au pineau;2,99;33;5;NULL;Bière Aromatisée;Brasserie des Gabariers;NULL;FRANCE;Europe
648;Atlantic Blonde;1,54;33;5;Blonde;NULL;Brasserie des Gabariers;NULL;FRANCE;Europe
649;XO Beer;2,17;33;5,9;Ambrée;NULL;Brasserie des Gabariers;NULL;FRANCE;Europe
650;Arlésienne (l');2,49;33;4,8;NULL;Bière Aromatisée;Brasserie des Garrigues;NULL;FRANCE;Europe
651;Belle en Goguette (la);1,15;33;6,1;Blonde;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
652;Belle en Goguette - Cascade (la);2,11;33;6;Blonde;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
653;Belle en Goguette - Houblonnée à cru (la);1,05;33;4,5;Blonde;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
654;Bière du Coing (la);2,6;33;6;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
655;Bière en Barrique (Nuit de Goguette);2,27;33;8;Brune;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
656;Bière en Barrique (Saison des Amours);1,84;33;10,7;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
657;Brut'Ale - la P'tite Bière 2010;2,76;33;6,4;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
658;Cambierra;2,29;33;4,5;Blanche;Bière Aromatisée;Brasserie des Garrigues;NULL;FRANCE;Europe
659;Frappadingue (la);1,24;33;7;NULL;Ale;Brasserie des Garrigues;NULL;FRANCE;Europe
660;Frappiste 2010;2,9;33;7,5;Blonde;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
661;Hivern'Ale;1,32;33;11,2;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
662;Hivern'Ale 2011;1,86;33;12,2;Brune;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
663;Hivern'Ale 2012;1,11;33;7,2;Brune;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
664;Nuit de Goguette 3.9%;1,53;33;3,9;Brune;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
665;Nuit de Goguette 7%;2,25;33;7;Brune;Stout;Brasserie des Garrigues;NULL;FRANCE;Europe
666;Nuit de Goguette Double Stout à l'Avoine;2,31;33;6,6;Brune;Stout;Brasserie des Garrigues;NULL;FRANCE;Europe
667;Promised to the Night;1,97;33;6,2;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
668;Ribouldingue Amarillo;1,08;33;6;Blanche;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
669;Ribouldingue Naturelle;2,8;33;5,5;Blanche;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
670;Saison des Amours;1,6;33;5,5;Ambrée;NULL;Brasserie des Garrigues;NULL;FRANCE;Europe
671;Triple Hot - Saison des Ardeurs;1,65;33;6,2;Blonde;Bière Aromatisée;Brasserie des Garrigues;NULL;FRANCE;Europe
672;Goliath Christmas;2,63;33;8;Brune;Bière de Saison;Brasserie des Géants (des Légendes);NULL;BELGIQUE;Europe
673;Goliath Triple;2,9;33;9;Blonde;Abbaye;Brasserie des Géants (des Légendes);NULL;BELGIQUE;Europe
674;Rombière Noire;1,21;33;5;Brune;Stout;Brasserie des Mauges;NULL;FRANCE;Europe
675;Bell' de Loing Ambrée;1,26;33;5,9;Ambrée;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
676;Bell' de Loing Blanche;1,59;33;4;Blanche;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
677;Bell' de Loing Brune;1,78;33;7,5;Brune;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
678;Sorcière du Berry Ambrée (la);2,56;33;5,9;Ambrée;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
679;Sorcière du Berry Bière Blonde (la);1,57;33;6,5;Blonde;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
680;Sorcière du Berry Blanche (la);2,76;33;NULL;Blanche;NULL;Brasserie des Râteliers;NULL;FRANCE;Europe
681;Oldarki au Patxaran;1,73;33;6;NULL;Bière Aromatisée;Brasserie des Sources;NULL;FRANCE;Europe
682;Trois Epis Bière de Noël;1,65;33;5,6;Brune;NULL;Brasserie des Trois Epis;NULL;FRANCE;Europe
683;Mandubienne Ambrée;1,5;33;7;Ambrée;NULL;Brasserie des Trois Fontaines;NULL;FRANCE;Europe
684;Mandubienne Blonde;2,82;33;6,5;Blonde;NULL;Brasserie des Trois Fontaines;NULL;FRANCE;Europe
685;Mandubienne Brune;1,26;33;7;Brune;NULL;Brasserie des Trois Fontaines;NULL;FRANCE;Europe
686;Bulle des Vignes;2,58;33;6;Ambrée;NULL;Brasserie des Vignes;NULL;FRANCE;Europe
687;Calabrune (la);2,85;33;7;Brune;Bière de Saison;Brasserie des Vignes;NULL;FRANCE;Europe
688;Clandestine (la);2,75;33;5,9;Blonde;NULL;Brasserie des Vignes;NULL;FRANCE;Europe
689;Délinquante (la);1,01;33;7;Brune;NULL;Brasserie des Vignes;NULL;FRANCE;Europe
690;Libertine (la);2,94;33;5;Blonde;NULL;Brasserie des Vignes;NULL;FRANCE;Europe
691;Toutoblack (la);1,49;33;9;Brune;NULL;Brasserie des Vignes;NULL;FRANCE;Europe
692;Vent d'Ange;1,98;33;6;NULL;Bière Aromatisée;Brasserie des Vignes;NULL;FRANCE;Europe
693;Diebels Alt;2,06;33;4,9;Ambrée;NULL;Brasserie Diebels;NULL;ALLEMAGNE;Europe
694;Aphrodisiaque;1,89;33;6,5;Brune;NULL;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
695;Chaman;1,18;33;8,5;NULL;Indian Pale Ale;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
696;Charbonnière;2,57;33;5,5;Ambrée;NULL;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
697;Corne du Diable;1,47;33;6,5;NULL;Ale;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
698;Dernière volonté;1,82;33;7;Blonde;Abbaye;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
699;Elixir Céleste;1,49;33;5;Blonde;Pils et Lager;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
700;Pêché Mortel;2,97;33;9,5;Brune;Stout;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
701;Rigor Mortis;2,2;33;10,5;NULL;NULL;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
702;Rosée d'Hibiscus;2,31;33;5,9;Blanche;Bière Aromatisée;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
703;Route des Epices;2,41;33;5,3;NULL;Bière Aromatisée;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
704;Solstice d'Été aux Framboises;1,64;33;5,9;Blanche;Bière Aromatisée;Brasserie Dieu du Ciel !;NULL;CANADA;Amérique
705;Abbaye de Valmagne;1,29;33;6,5;Ambrée;NULL;Brasserie d'Oc;NULL;FRANCE;Europe
706;Mouska;2,03;33;5,5;NULL;Bière Aromatisée;Brasserie d'Oc;NULL;FRANCE;Europe
707;Occita (l');1,93;33;5,5;Ambrée;NULL;Brasserie d'Oc;NULL;FRANCE;Europe
708;Pavoa;2,27;33;5;Blanche;NULL;Brasserie d'Oc;NULL;FRANCE;Europe
709;Bière de Saint Jacques;2,48;33;4;Blanche;Bière Aromatisée;Brasserie du Bobtail;NULL;FRANCE;Europe
710;Blonde de Neanderthal;1,83;33;8,1;Blonde;NULL;Brasserie du Bobtail;NULL;FRANCE;Europe
711;Bob's Cherry Ale;2,84;33;10;NULL;Bière Aromatisée;Brasserie du Bobtail;NULL;FRANCE;Europe
712;Bobby's Own Ginger Beer;1,57;33;5;NULL;Bière Aromatisée;Brasserie du Bobtail;NULL;FRANCE;Europe
713;Bramble Blue Ale;2,35;33;4,4;Brune;Stout;Brasserie du Bobtail;NULL;FRANCE;Europe
714;Lili's Beer;2,77;33;9,7;NULL;Bière Aromatisée;Brasserie du Bobtail;NULL;FRANCE;Europe
715;Paysanne Blonde (la) (été 2010);2,72;33;5;Blonde;NULL;Brasserie du Bobtail;NULL;FRANCE;Europe
716;Soft Bobby;2,34;33;NULL;NULL;NULL;Brasserie du Bobtail;NULL;FRANCE;Europe
717;Strawberry Boby;1,34;33;10;Blanche;NULL;Brasserie du Bobtail;NULL;FRANCE;Europe
718;Apple White;1,79;33;3,1;Blanche;Bière Aromatisée;Brasserie du Bocq;NULL;BELGIQUE;Europe
719;Blanche d'Ardennes;1,14;33;4,3;Blanche;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
720;Blanche de Namur;1,57;33;4,5;Blanche;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
721;Corsendonk Agnus;1,62;33;7,5;Blonde;Abbaye;Brasserie du Bocq;NULL;BELGIQUE;Europe
722;Corsendonk Christmas Ale;1,26;33;8,5;Brune;Bière de Saison;Brasserie du Bocq;NULL;BELGIQUE;Europe
723;Corsendonk Pater;2,07;33;7,5;Brune;Abbaye;Brasserie du Bocq;NULL;BELGIQUE;Europe
724;Corsendonk Rousse;2,61;33;8;Ambrée;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
725;Gauloise Ambré (la);2,19;33;5,5;Ambrée;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
726;Gauloise Blonde (la);2,49;33;6,3;Blonde;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
727;Queue de Charrue Ambrée;1,85;33;5,5;Ambrée;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
728;Queue de Charrue Blonde;2,47;33;6,6;Blonde;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
729;Saison Regal;1,46;33;5,5;Blonde;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
730;Tempelier;1,71;33;6;Ambrée;NULL;Brasserie du Bocq;NULL;BELGIQUE;Europe
731;Triple Moine;1,74;33;7,3;Blonde;Abbaye;Brasserie du Bocq;NULL;BELGIQUE;Europe
732;Bougnat Blanche à la pomme;2,5;33;4,5;Blanche;NULL;Brasserie du Bougnat;NULL;FRANCE;Europe
733;Bougnat Blonde à la Gentiane (le);1,84;33;5;Blonde;NULL;Brasserie du Bougnat;NULL;FRANCE;Europe
734;Bougnat Blonde de Garde (le);2,44;33;6,5;Blonde;NULL;Brasserie du Bougnat;NULL;FRANCE;Europe
735;Bougnat Triple (le);2,69;33;8;Ambrée;NULL;Brasserie du Bougnat;NULL;FRANCE;Europe
736;Gueuze de Nivelles;1,75;33;6,5;Blonde;Lambic;Brasserie du Brabant;NULL;BELGIQUE;Europe
737;Hop Hop Hop;1,75;33;7;Ambrée;NULL;Brasserie du Caou;NULL;FRANCE;Europe
738;Kaou'ët Blonde Cuivrée;1,33;33;6,5;Blonde;NULL;Brasserie du Caou;NULL;FRANCE;Europe
739;Kaou'ët Triple;2,56;33;8,5;Blonde;NULL;Brasserie du Caou;NULL;FRANCE;Europe
740;Antytax Roi des Astyanax;2,2;33;2,4;NULL;Indian Pale Ale;Brasserie du Causse;NULL;FRANCE;Europe
741;Brun Pourfendeur (le);2,13;33;6;Brune;Stout;Brasserie du Causse;NULL;FRANCE;Europe
742;Caselle du Diable (la);2,3;33;5;Blonde;NULL;Brasserie du Causse;NULL;FRANCE;Europe
743;Cherries from Space;2,01;33;6;NULL;Bière Aromatisée;Brasserie du Causse;NULL;FRANCE;Europe
744;Contes de Trancheneige;2,65;33;7;Ambrée;NULL;Brasserie du Causse;NULL;FRANCE;Europe
745;Coq Orbiculaire (le);1,87;33;6,7;Brune;NULL;Brasserie du Causse;NULL;FRANCE;Europe
746;Dernière Tentation (la);2,57;33;8;NULL;Indian Pale Ale;Brasserie du Causse;NULL;FRANCE;Europe
747;Dormeuse de Khadée (la);2,96;33;9,5;Ambrée;Barley Wine;Brasserie du Causse;NULL;FRANCE;Europe
748;Dr. Jekyll;1,73;33;7;NULL;Ale;Brasserie du Causse;NULL;FRANCE;Europe
749;Eveil des Sylphes (l’);2,96;33;4,5;Blanche;Bière Aromatisée;Brasserie du Causse;NULL;FRANCE;Europe
750;Loch Dukoss;2,52;33;7;NULL;Ale;Brasserie du Causse;NULL;FRANCE;Europe
751;Loup Blanc du Causse (le);2,91;33;5;Blanche;Bière Aromatisée;Brasserie du Causse;NULL;FRANCE;Europe
752;Mister Hyde;1,29;33;7;NULL;Ale;Brasserie du Causse;NULL;FRANCE;Europe
753;Ondine d'Oray;1,88;33;6,5;Ambrée;NULL;Brasserie du Causse;NULL;FRANCE;Europe
754;Rambling Skunk (the);1,01;33;6,8;NULL;Ale;Brasserie du Causse;NULL;FRANCE;Europe
755;Revdo Céanie;1,03;33;8,5;Ambrée;NULL;Brasserie du Causse;NULL;FRANCE;Europe
756;Squale Harmonique (le);1,7;33;7,5;NULL;Indian Pale Ale;Brasserie du Causse;NULL;FRANCE;Europe
757;Ye Olde Merry Nighting'Ale;2,19;33;9;Brune;NULL;Brasserie du Causse;NULL;FRANCE;Europe
758;Barbulle;1,68;33;5,5;Blonde;NULL;Brasserie du Chardon;NULL;FRANCE;Europe
759;Craponette Bio;1,74;33;5;Blanche;NULL;Brasserie du Chardon;NULL;FRANCE;Europe
760;Grande Chantourne;2,37;33;5,6;Ambrée;NULL;Brasserie du Chardon;NULL;FRANCE;Europe
761;Roche Noire;2,92;33;6;Brune;Stout;Brasserie du Chardon;NULL;FRANCE;Europe
762;Tête Rousse;1,55;33;5,8;Ambrée;NULL;Brasserie du Chardon;NULL;FRANCE;Europe
763;Primus;1,59;33;5;Blonde;NULL;Brasserie du Congo;NULL;CONGO;Afrique
764;Godefroy;2,48;33;6;Blonde;NULL;Brasserie du Grand Enclos;NULL;BELGIQUE;Europe
765;Bul;2,44;33;2,7;Blonde;NULL;Brasserie du Léman;NULL;FRANCE;Europe
766;Léman Blanche;2,66;33;5;Blanche;NULL;Brasserie du Léman;NULL;FRANCE;Europe
767;Lune Noire;2,22;33;6;NULL;NULL;Brasserie du Léman;NULL;FRANCE;Europe
768;Mastoc;2,52;33;7,8;Blonde;NULL;Brasserie du Léman;NULL;FRANCE;Europe
769;Speed King;1,12;33;5,8;NULL;Ale;Brasserie du Léman;NULL;FRANCE;Europe
770;Casablanca Beer;1,96;33;5;Blonde;NULL;Brasserie du Maroc;NULL;MAROC;Afrique
771;Blanche du Mas;2,86;33;4,8;Blanche;NULL;Brasserie du Mas;NULL;FRANCE;Europe
772;Blonde du Mas;2,95;33;5;Blonde;NULL;Brasserie du Mas;NULL;FRANCE;Europe
773;Salève Amiral Benson;2,54;33;6;Blonde;Ale;Brasserie du Mont Salève;NULL;FRANCE;Europe
774;Salève Barley Wine;1,03;33;10,5;Ambrée;Barley Wine;Brasserie du Mont Salève;NULL;FRANCE;Europe
775;Salève Blanche;1,88;33;5;Blanche;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
776;Salève Blonde;1,21;33;4,8;Blonde;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
777;Salève India Pale Ale;2,65;33;6,7;NULL;Ale;Brasserie du Mont Salève;NULL;FRANCE;Europe
778;Salève Mademoiselle IPA;2,66;33;6;NULL;Ale;Brasserie du Mont Salève;NULL;FRANCE;Europe
779;Salève Mozaic Black Bitter;2,45;33;3,5;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
780;Salève Nouveaux Mondes;2,85;33;8;NULL;Ale;Brasserie du Mont Salève;NULL;FRANCE;Europe
781;Salève Oyster Stout;1,15;33;5;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
782;Salève Sorachi Ace Bitter;2,74;33;2,5;Blonde;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
783;Salève Special Bitter;1,99;33;4,2;Blonde;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
784;Salève Stout;1,54;33;5;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
785;Salève Stout Framboise;2,95;33;6,5;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
786;Salève Tourbée;2,21;33;5,5;Ambrée;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
787;Salève Twin Bitter;1,72;33;2,5;NULL;Ale;Brasserie du Mont Salève;NULL;FRANCE;Europe
788;Salève Weizen;1,98;33;5;Blanche;NULL;Brasserie du Mont Salève;NULL;FRANCE;Europe
789;Tzarine Imperial Stout 13;2,47;33;13;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
790;Tzarine Imperial Stout 9;2,16;33;9;Brune;Stout;Brasserie du Mont Salève;NULL;FRANCE;Europe
791;Anosteke;1,5;33;8;Blonde;NULL;Brasserie du Pays Flamand;NULL;FRANCE;Europe
792;Anosteke Brune;1,28;33;8,5;Brune;Stout;Brasserie du Pays Flamand;NULL;FRANCE;Europe
793;Game Over;1,08;33;8;Blonde;NULL;Brasserie du Pays Flamand;NULL;FRANCE;Europe
794;Prototype;2,55;33;7,5;Brune;Stout;Brasserie du Pays Flamand;NULL;FRANCE;Europe
795;Série Noire;1,89;33;8;Brune;NULL;Brasserie du Pays Flamand;NULL;FRANCE;Europe
796;Signature Cyril Fonchy (batch #1);1,72;33;6;Brune;Stout;Brasserie du Pays Flamand;NULL;FRANCE;Europe
797;Signature Olivier Duthoit (batch #2);2,81;33;7;Blonde;NULL;Brasserie du Pays Flamand;NULL;FRANCE;Europe
798;Super Power;1,94;33;8;Blonde;NULL;Brasserie du Pays Flamand;NULL;FRANCE;Europe
799;3 Ermites Blonde (les);2,92;33;5,5;Blonde;NULL;Brasserie du Pic St Loup;NULL;FRANCE;Europe
800;Biscana;1,3;33;5;Blonde;Bière Aromatisée;Brasserie du Pilat;NULL;FRANCE;Europe
801;Canicule (la);2,81;33;4,6;Blonde;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
802;Dunedu (la);3;33;5,5;Blonde;Bière Aromatisée;Brasserie du Pilat;NULL;FRANCE;Europe
803;Fleur de Noël (la);2,44;33;6,5;Ambrée;Bière de Saison;Brasserie du Pilat;NULL;FRANCE;Europe
804;Girasole 2 (la);2,01;33;4,6;Blonde;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
805;Grande Marée (la);1,21;33;6,5;Blonde;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
806;Mad Max (la);1,56;33;5,5;Ambrée;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
807;Rouquine (la);2,66;33;6;Ambrée;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
808;St Julien (la);2,18;33;4,5;Blanche;NULL;Brasserie du Pilat;NULL;FRANCE;Europe
809;Veuve Noire (la);2,35;33;6;Brune;Stout;Brasserie du Pilat;NULL;FRANCE;Europe
810;Trobairitz Saison;1,29;33;6;Blonde;NULL;Brasserie du Quercorb;NULL;FRANCE;Europe
811;Olta Ambrée;2,83;33;6;Ambrée;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
812;Olta Blanche;2,99;33;4,5;Blanche;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
813;Olta Blonde;1,76;33;6;Blonde;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
814;Ratz Ambrée;2,86;33;5;Ambrée;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
815;Ratz Ambrée Bio;2,79;33;5;Ambrée;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
816;Ratz Blanche;2,44;33;5;Blanche;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
817;Ratz Blanche Bio;1,64;33;5;Blanche;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
818;Ratz Blonde;2,16;33;5;Blonde;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
819;Ratz Blonde Bio;1,58;33;5;Blonde;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
820;Ratz Brune;1,76;33;5;Brune;NULL;Brasserie du Ratz;NULL;FRANCE;Europe
821;Saint Patrick;1,75;33;5;Brune;Stout;Brasserie du Ratz;NULL;FRANCE;Europe
822;Dremmwel Blonde;1,16;33;5;Blonde;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
823;Dremmwel Blonde Bio;2,59;33;5;Blonde;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
824;Dremmwel Dorée;1,18;33;7;Blonde;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
825;Dremmwel Rousse;1,58;33;6;Ambrée;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
826;Sant Erwann;2,29;33;7;Blonde;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
827;Sant Gwenole;2,92;33;6;Blonde;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
828;Sant Patern;2,05;33;5,4;Ambrée;NULL;Brasserie du Trégor;NULL;FRANCE;Europe
829;Choco-Biscuit (la);1,17;33;6;Ambrée;NULL;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
830;Distordue Noire (la);1,96;33;5;Brune;Stout;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
831;Epi-Corsé (l');2,19;33;6,9;Ambrée;NULL;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
832;Satinée (la);2,92;33;5,8;Blonde;NULL;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
833;Troubadoure (la);1,65;33;5,5;Blonde;NULL;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
834;Vaillant Fourquet Blanche;1,74;33;5,8;Blanche;NULL;Brasserie du Vaillant Fourquet;NULL;FRANCE;Europe
835;Dauphine Brune;1,85;33;7;Brune;NULL;Brasserie du Val d'Ainan;NULL;FRANCE;Europe
836;Dauphine Dorée;2,64;33;6,5;Blonde;NULL;Brasserie du Val d'Ainan;NULL;FRANCE;Europe
837;Abbaye d'Aulnes Blonde 6;2,28;33;6;Blonde;Abbaye;Brasserie du Val de Sambre;NULL;BELGIQUE;Europe
838;Abbaye d'Aulnes Blonde 8;1,37;33;8;Blonde;Abbaye;Brasserie du Val de Sambre;NULL;BELGIQUE;Europe
839;Abbaye d'Aulnes Brune 6;2,2;33;6;Brune;Abbaye;Brasserie du Val de Sambre;NULL;BELGIQUE;Europe
840;Abbaye d'Aulnes Brune 8;1,11;33;8;Brune;Abbaye;Brasserie du Val de Sambre;NULL;BELGIQUE;Europe
841;Abbaye d'Aulnes Val de Sambre;1,82;33;7;Ambrée;Abbaye;Brasserie du Val de Sambre;NULL;BELGIQUE;Europe
842;Blonde Bio du Vezelay;2,59;33;4,6;Blonde;NULL;Brasserie du Vezelay;NULL;FRANCE;Europe
843;Avec les Bons Vœux;2,87;33;9,5;Blonde;Bière de Saison;Brasserie Dupont;NULL;BELGIQUE;Europe
844;Bière de Beloeil (la);2,77;33;8,5;Blonde;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
845;Bière de Miel;2,74;33;8;Blonde;Bière Aromatisée;Brasserie Dupont;NULL;BELGIQUE;Europe
846;Blanche du Hainaut;2,58;33;5,5;Blanche;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
847;Cervesia;2,22;33;8;Blonde;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
848;Moinette Biologique;2,06;33;7,5;Blonde;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
849;Moinette Blonde;1,08;33;8,5;Blonde;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
850;Moinette Brune;1,06;33;8,5;Brune;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
851;Monk's Stout;1,49;33;5,2;Brune;Stout;Brasserie Dupont;NULL;BELGIQUE;Europe
852;Rédor Pils;1,04;33;5;Blonde;Pils et Lager;Brasserie Dupont;NULL;BELGIQUE;Europe
853;Saison Dupont;2,27;33;6,5;NULL;NULL;Brasserie Dupont;NULL;BELGIQUE;Europe
854;Saison Dupont Dry Hopping;2,71;33;6,5;Blonde;Bière de Saison;Brasserie Dupont;NULL;BELGIQUE;Europe
855;Hercule Stout;2,25;33;9;Brune;Stout;Brasserie Ellezelloise (des Légendes);NULL;BELGIQUE;Europe
856;Quintine Ambrée;1,31;33;8,5;Ambrée;NULL;Brasserie Ellezelloise (des Légendes);NULL;BELGIQUE;Europe
857;Quintine Blonde;1,96;33;8;Blonde;NULL;Brasserie Ellezelloise (des Légendes);NULL;BELGIQUE;Europe
858;Indian;2,08;33;6,3;Ambrée;NULL;Brasserie Entre 2 Mondes;NULL;FRANCE;Europe
859;Bob's Beer;1,21;33;4,5;Blonde;NULL;Brasserie Etxeko Bob's Beer;NULL;FRANCE;Europe
860;Bob's Beer Bière de Noël;1,87;33;7;Brune;NULL;Brasserie Etxeko Bob's Beer;NULL;FRANCE;Europe
