ANNEE;NUMERO_TICKET;DATE_VENTE;ID_ARTICLE;QUANTITE;PRIX_U_VENTE
2014;218;19/03/2014;233;43;2,72
2014;218;19/03/2014;436;38;2,63
2014;218;19/03/2014;781;34;1,09
2014;218;19/03/2014;926;6;1,45
2014;218;19/03/2014;1643;41;2,73
2014;218;19/03/2014;2677;15;3,09
2014;218;19/03/2014;2752;43;4,74
2014;218;19/03/2014;3729;7;2,48
2014;219;21/03/2014;2176;7;1,18
2014;219;21/03/2014;2602;38;2,94
2014;219;21/03/2014;3685;44;2,62
2014;220;21/03/2014;671;4;1,59
2014;220;21/03/2014;868;25;1,44
2014;220;21/03/2014;954;15;1,4
2014;220;21/03/2014;1273;33;2,39
2014;220;21/03/2014;1803;35;1
2014;220;21/03/2014;2543;41;1,33
2014;220;21/03/2014;2654;43;3,29
2014;220;21/03/2014;3282;9;4,48
2014;221;21/03/2014;1647;7;1,68
2014;221;21/03/2014;1680;14;2,59
2014;221;21/03/2014;1816;20;1,12
2014;221;21/03/2014;2684;29;2,92
2014;221;21/03/2014;3254;17;3,74
2014;221;21/03/2014;3367;1;1,17
2014;221;21/03/2014;3519;25;1,78
2014;222;21/03/2014;209;27;2,73
2014;222;21/03/2014;381;4;2,18
2014;222;21/03/2014;1144;6;1,43
2014;222;21/03/2014;1382;38;2,24
2014;222;21/03/2014;1484;26;1,33
2014;222;21/03/2014;2002;9;1,35
2014;222;21/03/2014;2358;33;2,54
2014;222;21/03/2014;3033;21;1,86
2014;222;21/03/2014;3130;34;1,12
2014;222;21/03/2014;3890;11;3,44
2014;223;22/03/2014;15;22;1,42
2014;223;22/03/2014;547;46;2,24
2014;223;22/03/2014;555;36;2,5
2014;223;22/03/2014;556;7;2,12
2014;223;22/03/2014;591;26;1,13
2014;223;22/03/2014;607;41;2,62
2014;223;22/03/2014;693;41;2
2014;223;22/03/2014;770;8;1,9
2014;223;22/03/2014;3120;44;3,21
2014;223;22/03/2014;3160;14;4,66
2014;224;22/03/2014;749;22;2,9
2014;224;22/03/2014;1380;44;2,5
2014;224;22/03/2014;2334;13;1,04
2014;225;23/03/2014;845;26;2,68
2014;225;23/03/2014;1163;20;1,84
2014;225;23/03/2014;1563;21;2,31
2014;225;23/03/2014;1741;18;1,78
2014;225;23/03/2014;2932;47;2,31
2014;225;23/03/2014;3228;9;3,84
2014;225;23/03/2014;3412;30;4,47
2014;225;23/03/2014;3579;22;3,06
2014;226;23/03/2014;167;29;1,21
2014;226;23/03/2014;211;49;0,98
2014;226;23/03/2014;335;38;2,82
2014;226;23/03/2014;410;50;2,91
2014;226;23/03/2014;1027;5;2,82
2014;226;23/03/2014;1075;22;1,83
2014;226;23/03/2014;2046;19;3,07
2014;226;23/03/2014;2469;18;1,87
2014;226;23/03/2014;2941;32;1,9
2014;226;23/03/2014;3424;50;2,75
2014;227;24/03/2014;851;12;1,43
2014;227;24/03/2014;999;39;2,5
2014;227;24/03/2014;1401;14;1,08
2014;227;24/03/2014;1967;7;3,75
2014;227;24/03/2014;3202;14;1,12
2014;228;24/03/2014;1061;28;1,39
2014;228;24/03/2014;1114;45;1,72
2014;228;24/03/2014;1545;22;2,35
2014;228;24/03/2014;1723;26;1,14
2014;228;24/03/2014;2896;14;3,46
2014;229;24/03/2014;400;29;1,3
2014;229;24/03/2014;1405;50;2,53
2014;229;24/03/2014;2994;36;3,82
2014;229;24/03/2014;3564;47;1,58
2014;230;25/03/2014;898;26;2,56
2014;230;25/03/2014;1610;26;2,51
2014;230;25/03/2014;3328;21;4,73
2014;231;25/03/2014;618;35;2,12
2014;231;25/03/2014;995;20;2,09
2014;231;25/03/2014;1181;27;2,77
2014;231;25/03/2014;1522;28;0,95
2014;231;25/03/2014;1539;21;2,07
2014;231;25/03/2014;1651;21;1,27
2014;231;25/03/2014;2268;6;2,71
2014;231;25/03/2014;2618;16;1,23
2014;231;25/03/2014;3070;9;1,82
2014;231;25/03/2014;3211;23;3,47
2014;232;26/03/2014;292;15;2,93
2014;232;26/03/2014;845;11;2,68
2014;232;26/03/2014;905;12;1,07
2014;232;26/03/2014;1599;7;1,47
2014;232;26/03/2014;1747;43;0,99
2014;232;26/03/2014;1920;14;1,08
2014;232;26/03/2014;2054;18;3,64
2014;232;26/03/2014;2545;37;4,66
2014;232;26/03/2014;3724;48;2,77
2014;232;26/03/2014;3760;12;4,42
2014;232;26/03/2014;3780;15;3,57
2014;232;26/03/2014;3814;49;2,54
2014;232;26/03/2014;3815;13;3,79
2014;233;27/03/2014;1835;7;2,9
2014;233;27/03/2014;3889;17;3,12
2014;234;27/03/2014;505;12;0,98
2014;234;27/03/2014;723;2;2,01
2014;234;27/03/2014;936;49;1,36
2014;234;27/03/2014;1169;49;2,84
2014;234;27/03/2014;3022;17;2,06
2014;235;27/03/2014;238;46;2,72
2014;235;27/03/2014;254;48;1,86
2014;235;27/03/2014;538;8;2,92
2014;235;27/03/2014;1332;20;1,19
2014;235;27/03/2014;1755;10;2,79
2014;235;27/03/2014;2623;27;2,83
2014;235;27/03/2014;2635;47;1,19
2014;235;27/03/2014;3247;33;2,71
2014;235;27/03/2014;3490;3;4,45
2014;236;27/03/2014;558;14;2,68
2014;236;27/03/2014;744;13;2,59
2014;236;27/03/2014;1842;19;1,95
2014;236;27/03/2014;1975;19;2,44
2014;236;27/03/2014;2133;50;0,96
2014;236;27/03/2014;2247;9;2,44
2014;236;27/03/2014;2297;38;4,21
2014;236;27/03/2014;2473;1;2,43
2014;236;27/03/2014;2920;4;2,95
2014;236;27/03/2014;3210;43;1,6
2014;236;27/03/2014;3409;19;2,62
2014;237;27/03/2014;794;29;2,49
2014;237;27/03/2014;1347;25;2,93
2014;237;27/03/2014;2746;14;3,92
2014;237;27/03/2014;3887;43;2,01
2014;238;29/03/2014;477;47;2,78
2014;238;29/03/2014;840;3;1,05
2014;238;29/03/2014;1666;4;2,34
2014;238;29/03/2014;1875;45;2,4
2014;238;29/03/2014;2213;11;4,79
2014;238;29/03/2014;2736;3;4,74
2014;238;29/03/2014;3169;29;3,59
2014;239;29/03/2014;701;60;2,14
2014;239;29/03/2014;881;4;1,46
2014;239;29/03/2014;1274;45;2,65
2014;239;29/03/2014;2271;6;1,38
2014;239;29/03/2014;2460;21;3,75
2014;239;29/03/2014;3223;46;1,74
2014;239;29/03/2014;3687;17;2,35
2014;240;30/03/2014;456;27;2,92
2014;240;30/03/2014;557;39;1,56
2014;240;30/03/2014;711;49;2,78
2014;240;30/03/2014;1121;33;2,08
2014;240;30/03/2014;1247;21;1,39
2014;240;30/03/2014;1287;25;2,12
2014;240;30/03/2014;1616;19;1,54
2014;240;30/03/2014;1866;26;1,32
2014;240;30/03/2014;2313;42;3,26
2014;240;30/03/2014;2526;34;1,43
2014;240;30/03/2014;3075;25;2,08
2014;240;30/03/2014;3337;1;3,55
2014;241;30/03/2014;258;31;1,98
2014;241;30/03/2014;356;10;2,01
2014;241;30/03/2014;427;46;2,12
2014;241;30/03/2014;1032;45;1,5
2014;241;30/03/2014;2092;25;3,77
2014;241;30/03/2014;2467;45;1,32
2014;241;30/03/2014;2515;42;2,41
2014;241;30/03/2014;2539;37;2,72
2014;241;30/03/2014;3755;17;3,52
2014;242;30/03/2014;538;45;2,92
2014;242;30/03/2014;1592;20;1,14
2014;242;30/03/2014;2486;40;1,37
2014;242;30/03/2014;2639;38;1,27
2014;243;31/03/2014;439;40;1,63
2014;243;31/03/2014;651;2;1,09
2014;243;31/03/2014;1217;27;1,97
2014;243;31/03/2014;1797;30;1,84
2014;243;31/03/2014;2353;14;3,63
2014;243;31/03/2014;2366;22;1,61
2014;243;31/03/2014;2870;44;1,88
2014;243;31/03/2014;3831;43;3,29
2014;243;31/03/2014;3838;37;3,28
2014;244;31/03/2014;38;15;1,72
2014;244;31/03/2014;2515;30;2,41
2014;244;31/03/2014;3096;26;1,2
2014;244;31/03/2014;3302;46;3,33
2014;245;31/03/2014;543;21;1,23
2014;245;31/03/2014;1560;6;1,98
2014;245;31/03/2014;1818;28;1,82
2014;245;31/03/2014;1865;45;2,62
2014;245;31/03/2014;1911;9;2,25
2014;245;31/03/2014;2505;38;3,06
2014;245;31/03/2014;2507;22;2,13
2014;245;31/03/2014;3140;20;3,82
2014;245;31/03/2014;3416;23;4,92
2014;245;31/03/2014;3636;16;3,41
2014;246;31/03/2014;84;37;2,39
2014;246;31/03/2014;535;7;0,96
2014;246;31/03/2014;1213;50;2,88
2014;246;31/03/2014;1354;6;1,73
2014;246;31/03/2014;1975;6;2,44
2014;246;31/03/2014;2236;13;1,8
2014;246;31/03/2014;2700;44;3,55
2014;246;31/03/2014;3293;11;2,3
2014;246;31/03/2014;3658;26;4,28
2014;247;31/03/2014;1411;37;2,61
2014;247;31/03/2014;2941;36;1,9
2014;247;31/03/2014;3114;49;4,19
2014;247;31/03/2014;3199;12;1,72
2014;247;31/03/2014;3385;43;4,7
2014;247;31/03/2014;3808;9;1,85
2014;248;31/03/2014;126;30;2,75
2014;248;31/03/2014;1548;39;2,52
2014;248;31/03/2014;3098;43;3,62
2014;248;31/03/2014;3135;49;3,07
2014;249;01/04/2014;737;26;1,69
2014;249;01/04/2014;1100;23;1,3
2014;249;01/04/2014;1341;1;1,98
2014;249;01/04/2014;2468;29;1,94
2014;249;01/04/2014;3019;45;4,31
2014;249;01/04/2014;3170;43;4,1
2014;250;01/04/2014;282;38;2,83
2014;250;01/04/2014;1357;13;1,79
2014;250;01/04/2014;1368;31;1,84
2014;250;01/04/2014;1740;32;1,62
2014;250;01/04/2014;1881;2;1,53
2014;250;01/04/2014;2944;2;1,45
2014;250;01/04/2014;3889;1;3,12
2014;251;01/04/2014;860;20;1,81
2014;251;01/04/2014;991;31;1,88
2014;251;01/04/2014;1068;34;2,12
2014;251;01/04/2014;1097;8;2,24
2014;251;01/04/2014;1365;18;1,76
2014;251;01/04/2014;2162;44;2,29
2014;251;01/04/2014;2566;7;3,12
2014;251;01/04/2014;3246;49;2,91
2014;251;01/04/2014;3268;32;4,73
2014;251;01/04/2014;3753;10;1,12
2014;252;02/04/2014;880;48;2,85
2014;252;02/04/2014;1441;44;1,65
2014;252;02/04/2014;1730;18;1,25
2014;252;02/04/2014;3183;44;1,1
2014;252;02/04/2014;3831;27;3,29
2014;253;03/04/2014;918;13;2,44
2014;253;03/04/2014;1192;11;2,28
2014;253;03/04/2014;1317;24;2,32
2014;253;03/04/2014;2425;45;2,52
2014;253;03/04/2014;2629;11;2,22
2014;253;03/04/2014;2696;22;1,4
2014;253;03/04/2014;3030;41;1,74
2014;253;03/04/2014;3271;7;3,13
2014;253;03/04/2014;3866;32;4,46
2014;254;04/04/2014;166;50;2,7
2014;254;04/04/2014;635;37;1,62
2014;254;04/04/2014;988;16;1,93
2014;254;04/04/2014;1796;5;1,2
2014;254;04/04/2014;2414;33;3,77
2014;254;04/04/2014;2916;1;2,74
2014;254;04/04/2014;3833;6;2,88
2014;255;04/04/2014;609;35;1,09
2014;255;04/04/2014;1381;11;2,49
2014;255;04/04/2014;2329;45;1,84
2014;255;04/04/2014;2334;49;1,04
2014;255;04/04/2014;2769;23;4,15
2014;255;04/04/2014;2867;3;4,08
2014;255;04/04/2014;3570;4;3,13
2014;255;04/04/2014;3652;41;2,56
2014;255;04/04/2014;3886;2;2,53
2014;256;04/04/2014;62;26;1,58
2014;256;04/04/2014;383;18;1,88
2014;256;04/04/2014;693;42;2
2014;256;04/04/2014;1475;25;1,53
2014;256;04/04/2014;1852;22;1,12
2014;256;04/04/2014;2043;35;1,56
2014;256;04/04/2014;2785;36;4,01
2014;256;04/04/2014;2950;13;4,3
2014;256;04/04/2014;3161;30;2,23
2014;257;05/04/2014;1404;28;2,18
2014;257;05/04/2014;1761;12;2,84
2014;257;05/04/2014;2102;28;3,3
2014;257;05/04/2014;2297;50;4,21
2014;257;05/04/2014;3272;22;4,94
2014;257;05/04/2014;3807;22;1,66
2014;257;05/04/2014;3865;12;3,79
2014;258;05/04/2014;452;24;1,6
2014;258;05/04/2014;1849;38;2,44
2014;258;05/04/2014;1875;39;2,4
2014;258;05/04/2014;2994;40;3,82
2014;258;05/04/2014;3699;32;1,49
2014;258;05/04/2014;3768;24;4,86
2014;259;05/04/2014;192;46;1,3
2014;259;05/04/2014;638;49;1,81
2014;259;05/04/2014;874;42;0,95
2014;259;05/04/2014;1349;50;2
2014;259;05/04/2014;1512;7;1,64
2014;259;05/04/2014;2190;13;4,58
2014;259;05/04/2014;2212;41;1,5
2014;259;05/04/2014;3391;25;1,74
2014;260;05/04/2014;111;9;1,85
2014;260;05/04/2014;331;45;2,72
2014;260;05/04/2014;414;33;2,25
2014;260;05/04/2014;550;49;1,67
2014;260;05/04/2014;824;31;1,12
2014;260;05/04/2014;867;42;1,7
2014;260;05/04/2014;1016;15;2,71
2014;260;05/04/2014;1213;49;2,88
2014;260;05/04/2014;1411;43;2,61
2014;260;05/04/2014;1514;11;1,15
2014;260;05/04/2014;2104;22;4,66
2014;260;05/04/2014;2211;25;4,66
2014;260;05/04/2014;2384;24;3,6
2014;260;05/04/2014;2666;8;4,61
2014;260;05/04/2014;2708;29;2,35
2014;260;05/04/2014;2832;11;1,45
2014;260;05/04/2014;3255;25;4,35
2014;260;05/04/2014;3310;16;0,97
2014;260;05/04/2014;3487;16;3,82
2014;261;05/04/2014;253;23;2,33
2014;261;05/04/2014;269;42;2,24
2014;261;05/04/2014;759;47;1,68
2014;261;05/04/2014;823;4;2,53
2014;261;05/04/2014;1229;42;1,07
2014;261;05/04/2014;1581;10;2,74
2014;261;05/04/2014;2055;43;4,35
2014;261;05/04/2014;3065;48;4,43
2014;261;05/04/2014;3126;33;3,95
2014;261;05/04/2014;3241;39;1,81
2014;261;05/04/2014;3265;35;4,45
2014;261;05/04/2014;3511;5;1,95
2014;262;05/04/2014;445;20;1,84
2014;262;05/04/2014;632;20;1,76
2014;262;05/04/2014;1148;11;1,28
2014;262;05/04/2014;1421;24;2,9
2014;262;05/04/2014;1844;24;1,31
2014;262;05/04/2014;2433;4;4,86
2014;262;05/04/2014;3774;34;4,45
2014;262;05/04/2014;3838;23;3,28
2014;263;05/04/2014;280;28;2,09
2014;263;05/04/2014;663;39;1,05
2014;263;05/04/2014;687;31;2,79
2014;263;05/04/2014;1213;19;2,88
2014;263;05/04/2014;1436;37;1,59
2014;263;05/04/2014;1966;32;1,22
2014;263;05/04/2014;2191;31;2,21
2014;263;05/04/2014;2699;41;1,06
2014;263;05/04/2014;3261;14;3,74
2014;263;05/04/2014;3799;36;4,38
2014;264;06/04/2014;363;35;2,03
2014;264;06/04/2014;491;45;2,29
2014;264;06/04/2014;526;31;2,62
2014;264;06/04/2014;1061;42;1,39
2014;264;06/04/2014;1422;18;2,18
2014;264;06/04/2014;1822;39;1,3
2014;265;06/04/2014;231;8;1,29
2014;265;06/04/2014;325;19;2,91
2014;265;06/04/2014;846;37;2,52
2014;265;06/04/2014;2148;38;3,8
2014;265;06/04/2014;2630;47;2,04
2014;266;06/04/2014;142;23;2,51
2014;266;06/04/2014;508;18;1,37
2014;266;06/04/2014;1413;27;1,91
2014;266;06/04/2014;1695;34;2,09
2014;266;06/04/2014;2836;25;4,8
2014;266;06/04/2014;3267;40;4,21
2014;266;06/04/2014;3343;40;2,6
2014;267;06/04/2014;424;15;2,38
2014;267;06/04/2014;650;11;2,43
2014;267;06/04/2014;2580;46;2,16
2014;267;06/04/2014;2860;24;1,55
2014;267;06/04/2014;2890;50;1,47
2014;267;06/04/2014;3853;35;4,65
2014;268;07/04/2014;693;29;2
2014;268;07/04/2014;1284;32;1,31
2014;268;07/04/2014;1688;10;2,93
2014;268;07/04/2014;2000;13;1,06
2014;268;07/04/2014;2378;24;4,62
2014;268;07/04/2014;3074;35;1,3
2014;269;08/04/2014;181;10;2,65
2014;269;08/04/2014;300;18;1,97
2014;269;08/04/2014;518;29;2,4
2014;269;08/04/2014;602;12;1,27
2014;269;08/04/2014;928;19;1,47
2014;269;08/04/2014;1298;21;2,5
2014;269;08/04/2014;1462;14;1,59
2014;269;08/04/2014;2293;44;4,74
2014;269;08/04/2014;2316;18;1,21
2014;269;08/04/2014;2368;6;3,44
2014;269;08/04/2014;2483;26;4,45
2014;269;08/04/2014;2736;32;4,74
2014;269;08/04/2014;2954;17;3,76
2014;269;08/04/2014;3099;43;3,42
2014;269;08/04/2014;3191;24;3,14
2014;269;08/04/2014;3256;13;3,68
2014;269;08/04/2014;3300;16;4,37
2014;269;08/04/2014;3716;11;2,56
2014;270;08/04/2014;290;32;2,47
2014;270;08/04/2014;909;24;2,29
2014;270;08/04/2014;1170;36;1,09
2014;270;08/04/2014;1840;35;1,93
2014;270;08/04/2014;2838;17;4,83
2014;270;08/04/2014;3556;33;3,79
2014;270;08/04/2014;3655;43;1,75
2014;270;08/04/2014;3658;33;4,28
2014;270;08/04/2014;3660;17;3,85
2014;270;08/04/2014;3803;44;1,07
2014;271;09/04/2014;1416;48;1,08
2014;271;09/04/2014;1474;33;2,34
2014;271;09/04/2014;2474;47;0,96
2014;271;09/04/2014;3214;22;4,41
2014;271;09/04/2014;3302;43;3,33
2014;271;09/04/2014;3307;40;1,57
2014;271;09/04/2014;3671;7;4,12
2014;272;09/04/2014;406;43;1,4
2014;272;09/04/2014;1175;6;2,42
2014;272;09/04/2014;1273;2;2,39
2014;272;09/04/2014;1999;2;1,52
2014;272;09/04/2014;2537;13;1,3
2014;272;09/04/2014;2770;24;4,9
2014;272;09/04/2014;2771;2;2
2014;272;09/04/2014;2885;3;2,49
2014;273;09/04/2014;178;20;2,37
2014;273;09/04/2014;498;19;1,21
2014;273;09/04/2014;1004;35;1,68
2014;273;09/04/2014;1446;33;1,62
2014;273;09/04/2014;1638;30;2,68
2014;273;09/04/2014;2481;26;1,13
2014;273;09/04/2014;2953;27;1,61
2014;273;09/04/2014;3061;44;1,13
2014;273;09/04/2014;3163;11;1,41
2014;274;10/04/2014;55;24;1,26
2014;274;10/04/2014;479;14;1,48
2014;274;10/04/2014;715;26;2,66
2014;274;10/04/2014;2082;32;4,66
2014;274;10/04/2014;3151;27;3,77
2014;275;10/04/2014;1267;9;1,79
2014;275;10/04/2014;1939;34;2,33
2014;275;10/04/2014;3409;44;2,62
2014;276;10/04/2014;1220;40;2,19
2014;276;10/04/2014;1795;23;0,95
2014;276;10/04/2014;1972;10;1,94
2014;277;11/04/2014;278;42;2,17
2014;277;11/04/2014;967;18;2,36
2014;277;11/04/2014;1082;1;2,07
2014;277;11/04/2014;1433;42;2,32
2014;277;11/04/2014;1769;24;2,22
2014;277;11/04/2014;2673;37;3,27
2014;277;11/04/2014;2827;5;2,96
2014;277;11/04/2014;3231;23;2,11
2014;277;11/04/2014;3447;43;2,08
2014;277;11/04/2014;3514;4;3,23
2014;277;11/04/2014;3843;17;2,35
2014;277;11/04/2014;3870;24;3,39
2014;278;11/04/2014;333;29;1,46
2014;278;11/04/2014;714;46;2,71
2014;278;11/04/2014;754;1;0,95
2014;278;11/04/2014;786;3;2,15
2014;278;11/04/2014;1429;18;1,31
2014;278;11/04/2014;2206;19;1,01
2014;278;11/04/2014;2213;36;4,79
2014;278;11/04/2014;2669;33;3,45
2014;278;11/04/2014;3716;21;2,56
2014;279;12/04/2014;645;41;2,18
2014;279;12/04/2014;786;8;2,15
2014;279;12/04/2014;902;44;1,95
2014;279;12/04/2014;1445;40;2,9
2014;279;12/04/2014;1561;12;2,43
2014;279;12/04/2014;1848;28;1,64
2014;279;12/04/2014;2143;16;2,59
2014;279;12/04/2014;3367;11;1,17
2014;280;12/04/2014;97;33;2,79
2014;280;12/04/2014;372;37;2,67
2014;280;12/04/2014;612;11;2,1
2014;280;12/04/2014;2624;17;3,55
2014;280;12/04/2014;2845;37;3,63
2014;281;12/04/2014;558;7;2,68
2014;281;12/04/2014;790;36;2,1
2014;281;12/04/2014;885;48;1,48
2014;281;12/04/2014;1695;41;2,09
2014;281;12/04/2014;1894;47;1,66
2014;281;12/04/2014;2280;1;3,95
2014;281;12/04/2014;2389;48;2,54
2014;281;12/04/2014;3545;17;2,19
2014;281;12/04/2014;3579;22;3,06
2014;281;12/04/2014;3621;42;3,19
2014;282;12/04/2014;133;24;2,28
2014;282;12/04/2014;337;43;1,96
2014;282;12/04/2014;1152;21;2,75
2014;282;12/04/2014;1252;47;1,6
2014;282;12/04/2014;1303;10;2,58
2014;282;12/04/2014;2324;6;4,2
2014;282;12/04/2014;2605;40;2,77
2014;282;12/04/2014;3738;40;0,99
2014;282;12/04/2014;3744;1;2,61
2014;282;12/04/2014;3918;9;4,01
2014;283;13/04/2014;379;36;1,88
2014;283;13/04/2014;778;8;2,6
2014;283;13/04/2014;781;24;1,09
2014;283;13/04/2014;787;20;1,66
2014;283;13/04/2014;1412;32;1,73
2014;283;13/04/2014;1424;36;1,44
2014;283;13/04/2014;1448;47;2,18
2014;283;13/04/2014;1701;11;1,56
2014;283;13/04/2014;2062;3;1,4
2014;283;13/04/2014;2437;33;1,83
2014;283;13/04/2014;3255;12;4,35
2014;284;14/04/2014;106;6;1,61
2014;284;14/04/2014;1204;2;1,7
2014;284;14/04/2014;1532;8;2,57
2014;284;14/04/2014;2122;17;4,69
2014;284;14/04/2014;2551;41;1,2
2014;284;14/04/2014;3669;4;1,05
2014;285;14/04/2014;439;2;1,63
2014;285;14/04/2014;765;20;2,38
2014;285;14/04/2014;1281;30;2,43
2014;285;14/04/2014;2671;8;4,5
2014;285;14/04/2014;3070;47;1,82
2014;285;14/04/2014;3169;47;3,59
2014;285;14/04/2014;3797;25;3,48
2014;286;15/04/2014;585;1;1,03
2014;286;15/04/2014;930;32;1,42
2014;286;15/04/2014;1563;44;2,31
2014;286;15/04/2014;1915;36;1,84
2014;287;15/04/2014;150;42;2,5
2014;287;15/04/2014;1748;9;1,23
2014;287;15/04/2014;2055;24;4,35
2014;287;15/04/2014;2271;19;1,38
2014;287;15/04/2014;2419;6;1,14
2014;288;16/04/2014;268;3;2,14
2014;288;16/04/2014;275;10;1,24
2014;288;16/04/2014;430;16;2,64
2014;288;16/04/2014;919;45;1,88
2014;288;16/04/2014;1022;6;1,96
2014;288;16/04/2014;1461;8;2,8
2014;288;16/04/2014;1523;34;2,92
2014;288;16/04/2014;1724;49;1,3
2014;288;16/04/2014;2779;7;2,1
2014;288;16/04/2014;3058;2;1,25
2014;288;16/04/2014;3625;11;4,39
2014;289;16/04/2014;167;30;1,21
2014;289;16/04/2014;1077;24;0,96
2014;289;16/04/2014;1115;21;2,47
2014;289;16/04/2014;2276;34;1,21
2014;289;16/04/2014;2344;22;2,08
2014;289;16/04/2014;2450;49;1,88
2014;289;16/04/2014;2689;47;4,13
2014;289;16/04/2014;2830;29;1,92
2014;290;17/04/2014;500;32;2,45
2014;290;17/04/2014;778;32;2,6
2014;290;17/04/2014;1419;8;2,64
2014;290;17/04/2014;1998;45;3,9
2014;290;17/04/2014;2232;49;1,98
2014;290;17/04/2014;2336;21;3,21
2014;290;17/04/2014;2340;21;3,85
2014;290;17/04/2014;2610;10;2,85
2014;290;17/04/2014;2663;49;1,18
2014;290;17/04/2014;2776;50;4,17
2014;290;17/04/2014;3089;4;2,98
2014;290;17/04/2014;3432;12;3,46
2014;290;17/04/2014;3794;45;3,77
2014;290;17/04/2014;3884;45;2,98
2014;290;17/04/2014;3901;34;1,89
2014;291;17/04/2014;23;12;1,81
2014;291;17/04/2014;917;23;1,76
2014;291;17/04/2014;1300;25;0,98
2014;291;17/04/2014;1320;12;1,6
2014;291;17/04/2014;1362;11;1,61
2014;291;17/04/2014;1628;46;1,58
2014;291;17/04/2014;1839;41;1,37
2014;291;17/04/2014;2013;44;1,23
2014;291;17/04/2014;2194;45;4,9
2014;291;17/04/2014;2782;1;3,24
2014;292;17/04/2014;412;27;2,69
2014;292;17/04/2014;574;13;2,2
2014;292;17/04/2014;786;30;2,15
2014;292;17/04/2014;886;20;1,18
2014;292;17/04/2014;1113;44;2,12
2014;292;17/04/2014;1268;13;1,88
2014;292;17/04/2014;1302;47;1,04
2014;292;17/04/2014;2780;33;2,75
2014;292;17/04/2014;2784;40;4,5
2014;292;17/04/2014;2855;12;2,46
2014;292;17/04/2014;3856;22;2,86
2014;293;18/04/2014;1800;13;1,21
2014;293;18/04/2014;2386;2;2,93
2014;293;18/04/2014;3016;25;3,55
2014;293;18/04/2014;3847;7;2,09
2014;294;18/04/2014;544;9;1,11
2014;294;18/04/2014;1572;9;2,69
2014;294;18/04/2014;1832;27;1,39
2014;294;18/04/2014;1847;11;2,52
2014;294;18/04/2014;2051;36;1,33
2014;294;18/04/2014;2365;10;1,45
2014;294;18/04/2014;2934;46;2,75
2014;294;18/04/2014;2970;31;2,32
2014;295;19/04/2014;202;15;1,91
2014;295;19/04/2014;1484;10;1,33
2014;295;19/04/2014;1561;45;2,43
2014;295;19/04/2014;2949;18;3,12
2014;295;19/04/2014;2988;39;2,75
2014;296;19/04/2014;376;32;1,63
2014;296;19/04/2014;538;16;2,92
2014;296;19/04/2014;580;16;1,25
2014;296;19/04/2014;852;30;0,98
2014;296;19/04/2014;1140;37;1,11
